Mkt Al	Orig	Dest	Miles	Mon	Tue	Wed	Thu	Fri	Sat	Sun	Ops/Week	Seats	Seats/ Dep	ASMs
UA	IAH	PIT	1117	3	3	3	3	3	3	3	21	3094	147.333	3455998
UA	IAH	PNS	489	5	4	4	5	5	5	5	33	2475	75	1210275
UA	IAH	POS	2562	1	1	1	1	1	1	1	7	1162	166	2977044
UA	IAH	PSP	1269	1	0	1	1	1	1	1	6	456	76	578664
UA	IAH	PTY	1771	2	2	2	2	2	2	2	14	2506	179	4438126
UA	IAH	PUJ	1867	0	0	0	0	0	1	1	2	358	179	668386
UA	IAH	PVR	890	2	1	1	2	2	2	2	12	1880	156.667	1673200
UA	IAH	PXM	977	1	0	0	1	0	1	0	3	228	76	222756
UA	IAH	QRO	719	3	3	3	3	3	3	3	21	2646	126	1902474
UA	IAH	RDU	1043	3	2	3	3	3	3	3	20	2801	140.05	2921443
UA	IAH	RIC	1157	2	2	2	2	2	2	2	14	1016	72.571	1175512
UA	IAH	RSW	861	3	3	3	3	3	3	3	21	3603	171.571	3102183
UA	IAH	RTB	1094	0	0	0	0	0	1	1	2	332	166	363208
UA	IAH	SAL	1207	3	3	3	3	3	3	3	21	3759	179	4537113
UA	IAH	SAN	1303	5	4	5	5	5	4	5	33	5751	174.273	7493553
UA	IAH	SAP	1105	2	2	2	2	2	2	2	14	2324	166	2568020
UA	IAH	SAT	191	8	8	8	8	8	8	8	56	7345	131.161	1402895
UA	IAH	SAV	851	3	3	3	3	3	3	3	21	1470	70	1250970
UA	IAH	SCL	4645	1	1	1	1	1	1	1	7	1932	276	8974140
UA	IAH	SDF	788	3	3	3	3	3	3	3	21	1512	72	1191456
UA	IAH	SEA	1874	3	3	3	3	3	3	3	21	3353	159.667	6283522
UA	IAH	SFO	1635	10	10	10	10	10	10	10	70	14592	208.457	23857920
UA	IAH	SGF	513	4	3	3	4	4	3	4	25	1250	50	641250
UA	IAH	SHV	192	5	4	4	5	5	4	5	32	1782	55.688	342144
UA	IAH	SJC	1608	1	1	1	1	1	1	1	7	988	141.143	1588704
UA	IAH	SJD	1006	2	2	2	2	2	3	2	15	2378	158.533	2392268
UA	IAH	SJO	1551	3	3	3	3	3	3	3	21	3486	166	5406786
UA	IAH	SJU	2007	2	2	2	2	2	2	2	14	2506	179	5029542
UA	IAH	SLC	1195	3	2	3	3	3	2	2	18	2367	131.5	2828565
UA	IAH	SLN	621	1	1	1	1	1	1	1	7	350	50	217350
UA	IAH	SLP	642	2	2	2	2	2	2	2	14	1064	76	683088
UA	IAH	SMF	1609	2	2	2	2	2	2	2	14	2428	173.429	3906652
UA	IAH	SNA	1347	3	3	3	3	3	3	3	21	3350	159.524	4512450
UA	IAH	STL	667	4	4	4	4	4	3	4	27	2566	95.037	1711522
UA	IAH	STT	2070	0	0	0	0	0	1	1	2	332	166	687240
UA	IAH	SYD	8587	1	1	1	1	1	1	1	7	1799	257	15448013
UA	IAH	TAM	552	2	2	2	2	2	2	2	14	882	63	486864
UA	IAH	TPA	787	4	4	4	4	4	4	4	28	4921	175.75	3872827
UA	IAH	TQO	829	1	1	1	1	1	1	1	7	1162	166	963298
UA	IAH	TUL	429	7	6	7	7	7	5	7	46	3920	85.217	1681680
UA	IAH	TUS	936	2	1	2	2	2	2	2	13	946	72.769	885456
UA	IAH	TYS	772	4	4	4	4	4	4	4	28	1400	50	1080800
UA	IAH	UIO	2353	1	1	1	1	1	1	1	7	1162	166	2734186
UA	IAH	VCT	123	2	1	2	2	2	2	2	13	650	50	79950
UA	IAH	VER	747	1	1	1	1	1	1	1	7	882	126	658854
UA	IAH	XNA	438	5	4	4	5	5	4	4	31	2100	67.742	919800
UA	IAH	XPL	1179	1	1	1	1	1	1	1	7	1162	166	1369998
UA	IAH	YEG	1854	1	1	1	1	1	1	1	7	882	126	1635228
UA	IAH	YYC	1747	1	1	1	1	1	1	1	7	1162	166	2030014
UA	IAH	YYZ	1280	2	2	2	2	2	2	2	14	2097	149.786	2684160
UA	IAH	ZIH	936	0	0	0	0	0	1	1	2	152	76	142272
UA	IAH	ZLO	938	0	0	0	0	0	1	0	1	76	76	71288
UA	ICT	DEN	419	4	4	4	4	4	4	4	28	2388	85.286	1000572
UA	ICT	IAH	542	5	4	4	5	5	4	4	31	2082	67.161	1128444
UA	ICT	ORD	588	4	4	4	4	4	4	4	28	2112	75.429	1241856
UA	IDA	DEN	458	5	4	5	5	5	4	5	33	2256	68.364	1033248
UA	ILM	EWR	488	2	2	2	2	2	1	2	13	988	76	482144
UA	IND	DEN	977	2	2	2	2	2	2	2	14	2337	166.929	2283249
UA	IND	EWR	644	6	6	6	6	6	3	6	39	2964	76	1908816
UA	IND	IAD	476	4	4	4	4	4	4	4	28	2086	74.5	992936
UA	IND	IAH	845	4	4	4	4	4	4	4	28	3382	120.786	2857790
UA	IND	ORD	177	8	8	8	8	8	8	8	56	5446	97.25	963942
UA	IND	SFO	1944	2	1	1	2	2	1	2	11	1546	140.545	3005424
UA	ITH	IAD	250	2	2	2	2	2	2	2	14	700	50	175000
UA	JAC	DEN	406	4	4	4	4	4	4	4	28	3140	112.143	1274840
UA	JAN	IAH	351	5	5	5	5	5	4	5	34	1820	53.529	638820
UA	JAX	DEN	1447	2	2	2	2	2	2	2	14	2337	166.929	3381639
UA	JAX	EWR	821	4	4	4	4	4	3	4	27	4624	171.259	3796304
UA	JAX	IAD	631	3	3	3	3	3	3	3	21	2658	126.571	1677198
UA	JAX	IAH	817	4	3	4	4	4	4	4	27	3727	138.037	3044959
UA	JAX	ORD	865	3	2	2	3	3	2	3	18	2825	156.944	2443625
UA	JLN	DEN	582	1	1	1	1	1	1	1	7	350	50	203700
UA	JLN	ORD	484	1	1	1	1	1	1	1	7	350	50	169400
UA	JMS	DEN	573	2	1	2	2	2	1	2	12	600	50	343800
UA	JST	IAD	120	1	1	1	1	1	1	1	7	350	50	42000
UA	JST	ORD	487	1	1	1	1	1	1	1	7	350	50	170450
UA	KOA	DEN	3329	1	1	1	1	1	1	1	7	2548	364	8482292
UA	KOA	LAX	2504	1	1	1	1	1	1	1	7	1175	167.857	2942200
UA	KOA	SFO	2367	1	1	1	1	1	2	1	8	2714	339.25	6424038
UA	LAF	ORD	119	2	1	1	2	2	1	2	11	550	50	65450
UA	LAR	DEN	114	2	1	2	2	2	1	2	12	600	50	68400
UA	LAS	DEN	629	8	6	7	8	8	6	8	51	9458	185.451	5949082
UA	LAS	EWR	2227	8	8	8	8	8	5	8	53	9266	174.83	20635382
UA	LAS	IAD	2066	3	3	3	3	3	3	3	21	3733	177.762	7712378
UA	LAS	IAH	1222	8	8	7	8	8	7	8	54	9484	175.63	11589448
UA	LAS	LAX	236	6	5	5	5	5	5	5	36	6140	170.556	1449040
UA	LAS	ORD	1515	6	5	5	6	6	5	6	39	7249	185.872	10982235
UA	LAS	SFO	414	8	7	8	8	8	8	8	55	9455	171.909	3914370
UA	LAX	ACV	577	1	1	1	1	1	1	1	7	490	70	282730
UA	LAX	ASE	737	1	1	1	1	1	1	1	7	490	70	361130
UA	LAX	AUS	1242	2	2	2	2	2	2	2	14	1540	110	1912680
UA	LAX	BOI	674	1	1	1	1	1	1	1	7	490	70	330260
UA	LAX	BOS	2611	2	2	2	2	2	2	2	14	2485	177.5	6488335
UA	LAX	BWI	2329	2	1	1	2	2	1	2	11	1943	176.636	4525247
UA	LAX	BZN	902	1	1	1	1	1	1	1	7	1253	179	1130206
UA	LAX	CLE	2053	2	2	2	2	2	2	2	14	2415	172.5	4957995
UA	LAX	CUN	2119	2	2	2	2	2	2	2	14	2506	179	5310214
UA	LAX	DEN	862	9	7	9	9	8	8	9	59	11234	190.407	9683708
UA	LAX	EWR	2454	11	11	11	11	11	10	11	76	16255	213.882	39889770
UA	LAX	FAT	209	4	3	3	4	4	3	4	25	1750	70	365750
UA	LAX	GUA	2194	1	1	1	1	1	1	1	7	1162	166	2549428
UA	LAX	HKG	7260	2	2	2	2	2	2	2	14	3598	257	26121480
UA	LAX	HND	5488	1	1	1	1	1	1	1	7	2226	318	12216288
UA	LAX	HNL	2556	3	3	3	3	3	3	3	21	6734	320.667	17212104
UA	LAX	IAD	2288	6	6	7	7	7	6	7	46	8780	190.87	20088640
UA	LAX	IAH	1379	10	8	9	10	10	9	10	66	12178	184.515	16793462
UA	LAX	KOA	2504	1	1	1	1	1	1	1	7	1175	167.857	2942200
UA	LAX	LAS	236	5	5	5	5	5	5	6	36	6140	170.556	1449040
UA	LAX	LHR	5456	1	1	1	1	1	1	1	7	1799	257	9815344
UA	LAX	LIH	2615	1	1	1	1	1	1	1	7	1162	166	3038630
UA	LAX	LIR	2627	0	0	0	0	0	1	0	1	166	166	436082
UA	LAX	MCO	2217	2	2	2	2	2	2	2	14	2561	182.929	5677737
UA	LAX	MEL	7920	1	0	1	0	1	0	0	3	771	257	6106320
UA	LAX	MRY	267	3	3	3	3	3	3	3	21	1476	70.286	394092
UA	LAX	NRT	5451	1	1	1	1	1	1	1	7	1799	257	9806349
UA	LAX	OGG	2486	1	1	1	1	1	1	1	7	1162	166	2888732
UA	LAX	ORD	1745	10	9	9	10	10	9	10	67	15073	224.97	26302385
UA	LAX	PEK	6251	0	1	0	1	0	1	0	3	771	257	4819521
UA	LAX	PHX	370	4	4	4	4	3	3	4	26	3037	116.808	1123690
UA	LAX	PRC	346	1	1	1	1	1	1	1	7	350	50	121100
UA	LAX	PSP	110	1	1	2	2	2	1	2	11	770	70	84700
UA	LAX	PVG	6485	1	1	1	1	1	1	1	7	1799	257	11666515
UA	LAX	PVR	1218	1	0	0	1	1	1	1	5	750	150	913500
UA	LAX	RDD	501	1	1	1	1	1	1	1	7	490	70	245490
UA	LAX	RDM	726	1	1	1	1	1	1	1	7	490	70	355740
UA	LAX	RNO	390	2	2	2	2	2	2	2	14	980	70	382200
UA	LAX	SAL	2319	1	1	1	1	1	1	1	7	1253	179	2905707
UA	LAX	SAN	109	3	3	3	3	3	2	3	20	1509	75.45	164481
UA	LAX	SBA	89	2	1	1	2	2	2	2	12	840	70	74760
UA	LAX	SBP	155	1	1	1	2	2	2	2	11	770	70	119350
UA	LAX	SEA	954	3	2	2	3	3	3	3	19	1890	99.474	1803060
UA	LAX	SFO	337	10	10	10	10	10	9	9	68	11518	169.382	3881566
UA	LAX	SGU	348	1	1	1	1	1	1	1	7	350	50	121800
UA	LAX	SJD	910	1	1	1	1	1	1	1	7	1050	150	955500
UA	LAX	SJO	2721	0	0	0	0	1	1	0	2	332	166	903372
UA	LAX	SLC	590	2	1	1	2	2	2	2	12	840	70	495600
UA	LAX	SMF	373	2	2	2	2	2	2	2	14	1220	87.143	455060
UA	LAX	SYD	7487	1	1	1	1	1	1	1	7	1799	257	13469113
UA	LAX	TPA	2158	2	1	1	2	2	2	2	12	2057	171.417	4439006
UA	LAX	YVR	1080	1	1	1	1	1	1	1	7	1188	169.714	1283040
UA	LBB	DEN	455	2	2	2	2	2	1	2	13	650	50	295750
UA	LBB	IAH	458	5	4	5	5	5	4	5	33	1790	54.242	819820
UA	LBF	DEN	227	2	1	1	2	2	2	2	12	600	50	136200
UA	LBL	DEN	279	2	1	2	2	2	1	2	12	600	50	167400
UA	LCH	IAH	127	3	2	3	3	3	2	3	19	950	50	120650
UA	LEX	DEN	1086	1	1	1	1	1	1	1	7	490	70	532140
UA	LEX	ORD	323	4	4	4	4	4	4	4	28	1722	61.5	556206
UA	LFT	IAH	201	7	6	7	7	7	7	6	47	2746	58.426	551946
UA	LGA	DEN	1619	6	6	6	6	6	3	5	38	6308	166	10212652
UA	LGA	IAD	229	4	4	4	4	4	4	4	28	2002	71.5	458458
UA	LGA	IAH	1416	8	8	8	8	8	5	7	52	8632	166	12222912
UA	LGA	ORD	733	15	15	15	15	15	9	15	99	16378	165.434	12005074
UA	LIH	DEN	3414	1	1	1	1	1	1	1	7	1232	176	4206048
UA	LIH	LAX	2615	1	1	1	1	1	1	1	7	1162	166	3038630
UA	LIH	SFO	2447	1	1	1	1	1	2	1	8	1328	166	3249616
UA	LIT	DEN	770	3	3	3	3	3	3	3	21	1518	72.286	1168860
UA	LIT	IAH	374	4	5	4	4	5	5	5	32	1902	59.438	711348
UA	LIT	ORD	552	4	4	4	4	4	4	4	28	1400	50	772800
UA	LNK	DEN	423	4	4	4	4	4	4	4	28	1400	50	592200
UA	LNK	ORD	466	5	5	5	5	5	5	5	35	1750	50	815500
UA	LRD	IAH	301	4	4	4	4	4	3	4	27	1350	50	406350
UA	MAF	DEN	563	3	3	3	3	3	2	3	20	1266	63.3	712758
UA	MAF	IAH	429	7	7	7	7	7	5	7	47	3782	80.468	1622478
UA	MBS	ORD	222	3	3	3	3	3	3	3	21	1050	50	233100
UA	MCI	DEN	532	5	4	4	5	5	4	5	32	4306	134.562	2290792
UA	MCI	EWR	1093	2	2	2	2	2	1	2	13	988	76	1079884
UA	MCI	IAD	927	2	2	2	2	2	2	2	14	1058	75.571	980766
UA	MCI	IAH	643	5	5	4	5	5	4	4	32	2920	91.25	1877560
UA	MCI	ORD	403	7	6	6	7	7	6	7	46	5791	125.891	2333773
UA	MCI	SFO	1498	1	1	1	1	1	1	1	7	882	126	1321236
UA	MCO	CLE	895	1	0	1	1	1	1	1	6	996	166	891420
UA	MCO	DEN	1545	5	4	4	5	5	4	5	32	7230	225.938	11170350
UA	MCO	EWR	938	13	13	13	13	13	12	13	90	15907	176.744	14920766
UA	MCO	IAD	758	5	5	5	5	5	5	5	35	6320	180.571	4790560
UA	MCO	IAH	853	6	6	6	6	6	6	6	42	7401	176.214	6313053
UA	MCO	LAX	2217	2	2	2	2	2	2	2	14	2561	182.929	5677737
UA	MCO	ORD	1005	7	6	6	7	7	7	7	47	9064	192.851	9109320
UA	MCO	SFO	2445	3	3	3	3	3	3	3	21	3733	177.762	9127185
UA	MCW	ORD	288	2	1	2	2	2	1	2	12	600	50	172800
UA	MDT	IAD	94	3	3	3	3	3	2	2	19	950	50	89300
UA	MDT	ORD	594	4	4	4	4	4	4	4	28	2296	82	1363824
UA	MEI	IAH	423	2	1	2	2	2	1	2	12	600	50	253800
UA	MEM	DEN	872	2	2	2	2	2	2	2	14	1788	127.714	1559136
UA	MEM	EWR	946	2	2	2	2	2	1	2	13	988	76	934648
UA	MEM	IAH	469	6	5	5	6	6	6	6	40	3286	82.15	1541134
UA	MEM	ORD	491	4	4	4	4	4	3	4	27	2422	89.704	1189202
UA	MFE	IAH	316	7	7	7	6	7	6	6	46	3203	69.63	1012148
UA	MFR	DEN	964	2	2	2	2	2	2	2	14	1625	116.071	1566500
UA	MFR	SFO	329	3	3	3	3	3	2	3	20	2086	104.3	686294
UA	MGW	IAD	140	1	1	1	1	1	1	1	7	350	50	49000
UA	MGW	ORD	449	1	1	1	1	1	1	1	7	350	50	157150
UA	MHT	IAD	418	2	2	2	2	2	1	2	13	650	50	271700
UA	MIA	DEN	1709	2	2	2	2	2	2	2	14	2428	173.429	4149452
UA	MIA	EWR	1086	7	7	7	7	7	5	7	47	8075	171.809	8769450
UA	MIA	IAD	921	1	1	1	1	1	1	1	7	1162	166	1070202
UA	MIA	IAH	964	4	4	4	4	4	4	4	28	4752	169.714	4580928
UA	MIA	ORD	1197	3	2	2	3	3	3	3	19	3344	176	4002768
UA	MIA	SFO	2585	2	1	1	2	2	2	2	12	2083	173.583	5384555
UA	MKE	DEN	895	2	2	2	2	2	2	2	14	2100	150	1879500
UA	MKE	EWR	725	2	2	2	2	2	1	2	13	988	76	716300
UA	MKE	IAH	984	2	2	2	2	2	2	2	14	980	70	964320
UA	MKE	ORD	67	10	10	10	10	10	10	10	70	4352	62.171	291584
UA	MLI	DEN	751	1	1	1	1	1	1	1	7	490	70	367990
UA	MLI	ORD	139	5	5	5	5	5	5	5	35	1750	50	243250
UA	MOB	IAD	835	2	1	1	2	2	1	2	11	550	50	459250
UA	MOB	IAH	427	5	5	5	5	5	4	5	34	1700	50	725900
UA	MOT	DEN	604	3	3	3	3	3	2	3	20	1182	59.1	713928
UA	MRY	DEN	960	2	2	2	2	2	2	2	14	1022	73	981120
UA	MRY	LAX	267	3	3	3	3	3	3	3	21	1470	70	392490
UA	MRY	SFO	77	2	2	2	2	2	2	2	14	992	70.857	76384
UA	MSN	DEN	826	3	2	3	3	3	2	3	19	2633	138.579	2174858
UA	MSN	EWR	799	1	1	1	1	1	1	1	7	1082	154.571	864518
UA	MSN	ORD	109	8	8	8	8	8	8	8	56	5092	90.929	555028
UA	MSO	DEN	679	3	3	3	3	3	3	3	21	2905	138.333	1972495
UA	MSP	DEN	680	5	4	4	5	5	4	5	32	3797	118.656	2581960
UA	MSP	EWR	1008	2	2	2	2	2	1	2	13	1288	99.077	1298304
UA	MSP	IAD	908	1	1	1	1	1	1	1	7	496	70.857	450368
UA	MSP	IAH	1034	3	2	3	3	3	2	3	19	2056	108.211	2125904
UA	MSP	ORD	334	7	7	7	7	7	6	7	48	7481	155.854	2498654
UA	MSP	SFO	1589	1	1	1	1	1	1	1	7	882	126	1401498
UA	MSY	DEN	1062	4	2	3	4	4	2	4	23	3862	167.913	4101444
UA	MSY	EWR	1167	4	4	4	4	4	3	4	27	4016	148.741	4686672
UA	MSY	IAD	954	2	2	2	2	2	2	2	14	2148	153.429	2049192
UA	MSY	IAH	305	8	8	8	8	8	8	8	56	8617	153.875	2628185
UA	MSY	ORD	837	3	2	2	3	3	2	3	18	2809	156.056	2351133
UA	MSY	SFO	1911	2	2	2	2	2	2	2	14	2057	146.929	3930927
UA	MTJ	DEN	197	2	2	2	2	2	2	2	14	1932	138	380604
UA	MYR	EWR	550	1	1	1	1	1	1	1	7	832	118.857	457600
UA	OGG	DEN	3303	1	1	1	1	1	2	1	8	2724	340.5	8997372
UA	OGG	LAX	2486	1	1	1	1	1	1	1	7	1162	166	2888732
UA	OGG	ORD	4184	0	0	0	0	0	1	0	1	243	243	1016712
UA	OGG	SFO	2338	3	3	3	3	3	4	3	22	3652	166	8538376
UA	OKC	DEN	495	4	4	4	4	4	4	4	28	2382	85.071	1179090
UA	OKC	IAH	395	8	8	8	8	8	7	8	55	4338	78.873	1713510
UA	OKC	ORD	693	4	4	4	4	4	3	4	27	2052	76	1422036
UA	OMA	DEN	472	5	4	4	5	5	4	5	32	4261	133.156	2011192
UA	OMA	IAH	781	3	3	3	3	3	3	3	21	2689	128.048	2100109
UA	OMA	ORD	416	5	4	4	5	5	4	5	32	3995	124.844	1661920
UA	OMA	SFO	1433	1	1	1	1	1	1	1	7	490	70	702170
UA	ONT	DEN	819	2	2	2	2	2	2	2	14	2260	161.429	1850940
UA	ONT	IAH	1334	1	1	1	1	1	1	1	7	882	126	1176588
UA	ONT	ORD	1700	1	1	1	1	1	1	1	7	1188	169.714	2019600
UA	ONT	SFO	363	3	3	3	3	3	2	3	20	3221	161.05	1169223
UA	ORD	ABE	654	3	3	3	3	3	3	3	21	1050	50	686700
UA	ORD	ABQ	1118	1	1	1	1	1	1	1	7	1082	154.571	1209676
UA	ORD	ALB	723	4	4	4	4	3	3	4	26	2542	97.769	1837866
UA	ORD	AMS	4120	1	1	1	1	1	1	1	7	1169	167	4816280
UA	ORD	ANC	2846	1	1	1	1	1	1	1	7	1162	166	3307052
UA	ORD	ATL	606	5	5	5	5	5	4	4	33	5062	153.394	3067572
UA	ORD	ATW	160	6	6	6	6	6	6	6	42	2282	54.333	365120
UA	ORD	AUA	2298	0	0	0	0	0	1	0	1	179	179	411342
UA	ORD	AUS	978	5	4	4	5	4	4	4	30	4531	151.033	4431318
UA	ORD	AVL	536	3	3	3	3	3	3	3	21	1554	74	832944
UA	ORD	AVP	631	3	3	3	3	3	3	3	21	1050	50	662550
UA	ORD	BCN	4419	1	1	1	1	1	1	1	7	1701	243	7516719
UA	ORD	BDL	783	4	4	4	4	4	4	4	28	3090	110.357	2419470
UA	ORD	BHM	584	3	3	3	3	3	3	3	21	1050	50	613200
UA	ORD	BNA	409	8	7	7	8	8	6	8	52	5326	102.423	2178334
UA	ORD	BOI	1437	2	2	2	2	2	2	2	14	1652	118	2373924
UA	ORD	BOS	867	9	7	7	9	9	5	9	55	9475	172.273	8214825
UA	ORD	BRU	4159	1	1	1	1	1	1	1	7	2226	318	9257934
UA	ORD	BTV	763	2	2	2	2	2	2	2	14	2297	164.071	1752611
UA	ORD	BUF	473	4	4	4	4	4	4	4	28	1810	64.643	856130
UA	ORD	BWI	621	3	3	3	3	3	3	3	21	3388	161.333	2103948
UA	ORD	BZE	1684	0	0	0	0	0	1	0	1	166	166	279544
UA	ORD	BZN	1186	1	1	1	1	1	1	1	7	882	126	1046052
UA	ORD	CAE	667	3	3	3	3	3	3	3	21	1414	67.333	943138
UA	ORD	CAK	344	4	4	4	4	4	4	4	28	1400	50	481600
UA	ORD	CDG	4153	1	1	1	1	1	1	1	7	2226	318	9244578
UA	ORD	CHA	501	5	5	5	5	5	5	5	35	1750	50	876750
UA	ORD	CHO	566	4	4	4	4	4	4	4	28	1400	50	792400
UA	ORD	CHS	760	3	3	3	3	3	3	3	21	2854	135.905	2169040
UA	ORD	CID	196	5	5	5	5	5	5	5	35	2256	64.457	442176
UA	ORD	CLE	316	8	7	7	8	8	6	8	52	6274	120.654	1982584
UA	ORD	CLT	599	3	3	3	3	3	3	3	21	1928	91.81	1154872
UA	ORD	CMH	296	7	7	7	7	7	7	7	49	5278	107.714	1562288
UA	ORD	CMX	359	2	2	2	2	2	2	2	14	700	50	251300
UA	ORD	COS	911	2	2	2	2	2	2	2	14	1022	73	931042
UA	ORD	COU	315	2	2	2	2	2	2	2	14	700	50	220500
UA	ORD	CRW	416	2	2	2	2	2	2	2	14	700	50	291200
UA	ORD	CUN	1444	2	2	2	2	2	2	2	14	3801	271.5	5488644
UA	ORD	CVG	265	7	6	6	7	7	5	7	45	4450	98.889	1179250
UA	ORD	CZM	1480	0	0	0	0	0	1	0	1	166	166	245680
UA	ORD	DAY	240	5	5	5	5	5	5	5	35	2282	65.2	547680
UA	ORD	DCA	612	12	12	12	12	12	6	12	78	9088	116.513	5561856
UA	ORD	DEC	156	2	1	2	2	2	1	2	12	600	50	93600
UA	ORD	DEN	888	10	10	10	10	10	9	10	69	14648	212.29	13007424
UA	ORD	DFW	802	6	6	6	6	6	4	5	39	5042	129.282	4043684
UA	ORD	DLH	397	3	3	3	3	3	3	3	21	1050	50	416850
UA	ORD	DSM	299	5	5	4	5	5	4	4	32	3600	112.5	1076400
UA	ORD	DTW	235	7	6	6	7	7	7	7	47	4612	98.128	1083820
UA	ORD	DUB	3674	1	1	1	1	1	1	1	7	1169	167	4294906
UA	ORD	EAU	269	2	1	2	2	2	1	2	12	600	50	161400
UA	ORD	ELP	1236	1	1	1	1	1	1	1	7	532	76	657552
UA	ORD	EWR	719	13	13	13	13	13	11	13	89	16711	187.764	12015209
UA	ORD	EYW	1251	1	1	1	1	1	1	1	7	490	70	612990
UA	ORD	FAR	557	4	3	3	4	4	3	4	25	1432	57.28	797624
UA	ORD	FCO	4823	1	1	1	1	1	1	1	7	2226	318	10735998
UA	ORD	FLL	1182	3	3	4	4	4	4	4	26	5006	192.538	5917092
UA	ORD	FNT	223	3	3	3	3	3	3	3	21	1050	50	234150
UA	ORD	FOD	325	2	1	2	2	2	1	2	12	600	50	195000
UA	ORD	FRA	4344	2	2	2	2	2	2	2	14	4452	318	19339488
UA	ORD	FSD	462	4	3	3	4	4	3	4	25	2166	86.64	1000692
UA	ORD	FWA	157	5	5	5	5	5	5	5	35	1750	50	274750
UA	ORD	GCM	1609	0	0	0	0	0	1	0	1	166	166	267094
UA	ORD	GEG	1498	1	1	1	1	1	1	1	7	526	75.143	787948
UA	ORD	GRB	174	6	6	6	6	6	6	6	42	2594	61.762	451356
UA	ORD	GRR	137	8	8	8	8	8	8	8	56	4870	86.964	667190
UA	ORD	GRU	5222	1	1	1	1	1	1	1	7	2226	318	11624172
UA	ORD	GSO	590	2	2	2	2	2	2	2	14	1022	73	602980
UA	ORD	GSP	577	3	3	3	3	3	3	3	21	1258	59.905	725866
UA	ORD	GUA	1893	0	0	1	0	0	1	1	3	498	166	942714
UA	ORD	HND	6306	1	1	1	1	1	1	1	7	2226	318	14037156
UA	ORD	HNL	4244	1	1	1	1	1	1	1	7	2226	318	9447144
UA	ORD	HSV	510	3	3	3	3	3	3	3	21	1232	58.667	628320
UA	ORD	IAD	589	5	5	5	5	5	5	5	35	6142	175.486	3617638
UA	ORD	IAH	925	10	10	11	11	10	11	11	74	13813	186.662	12777025
UA	ORD	ICT	588	4	4	4	4	4	4	4	28	2112	75.429	1241856
UA	ORD	IND	177	8	8	8	8	8	8	8	56	5582	99.679	988014
UA	ORD	JAX	865	3	2	2	3	3	2	3	18	2812	156.222	2432380
UA	ORD	JLN	484	1	1	1	1	1	1	1	7	350	50	169400
UA	ORD	JST	487	1	1	1	1	1	1	1	7	350	50	170450
UA	ORD	LAF	119	2	1	1	2	2	1	2	11	550	50	65450
UA	ORD	LAS	1515	6	5	5	6	6	5	6	39	7236	185.538	10962540
UA	ORD	LAX	1745	10	9	9	10	10	9	10	67	15115	225.597	26375675
UA	ORD	LEX	323	4	4	4	4	4	4	4	28	1722	61.5	556206
UA	ORD	LGA	733	15	15	15	15	15	9	15	99	16378	165.434	12005074
UA	ORD	LHR	3953	3	3	3	3	3	3	3	21	3507	167	13863171
UA	ORD	LIR	2166	0	0	0	0	0	1	0	1	179	179	387714
UA	ORD	LIT	552	4	4	4	4	4	4	4	28	1400	50	772800
UA	ORD	LNK	466	5	5	5	5	5	5	5	35	1750	50	815500
UA	ORD	MBJ	1721	1	1	1	1	0	0	0	4	664	166	1142744
UA	ORD	MBS	222	3	3	3	3	3	3	3	21	1050	50	233100
UA	ORD	MCI	403	7	6	6	7	7	6	7	46	5791	125.891	2333773
UA	ORD	MCO	1005	6	6	7	7	7	7	7	47	9001	191.511	9046005
UA	ORD	MCW	288	2	1	2	2	2	1	2	12	600	50	172800
UA	ORD	MDT	594	4	4	4	4	4	4	4	28	2296	82	1363824
UA	ORD	MEM	491	4	4	4	4	4	3	4	27	2422	89.704	1189202
UA	ORD	MEX	1686	1	1	1	1	1	1	1	7	1122	160.286	1891692
UA	ORD	MGW	449	1	1	1	1	1	1	1	7	350	50	157150
UA	ORD	MIA	1197	3	2	2	3	3	3	3	19	3253	171.211	3893841
UA	ORD	MKE	67	10	10	10	10	10	10	10	70	4352	62.171	291584
UA	ORD	MLI	139	5	5	5	5	5	5	5	35	1750	50	243250
UA	ORD	MSN	109	8	8	8	8	8	8	8	56	5092	90.929	555028
UA	ORD	MSP	334	7	7	7	7	7	6	7	48	7481	155.854	2498654
UA	ORD	MSY	837	3	2	2	3	3	2	3	18	2809	156.056	2351133
UA	ORD	MTY	1315	1	1	1	1	1	1	1	7	532	76	699580
UA	ORD	MUC	4530	1	1	1	1	1	1	1	7	1701	243	7705530
UA	ORD	MXP	4523	1	1	1	1	1	1	1	7	1701	243	7693623
UA	ORD	NAS	1311	0	0	0	0	0	1	0	1	166	166	217626
UA	ORD	OGG	4184	0	0	0	0	0	1	0	1	243	243	1016712
UA	ORD	OKC	693	4	4	4	4	4	3	4	27	2010	74.444	1392930
UA	ORD	OMA	416	5	4	4	5	5	4	5	32	3995	124.844	1661920
UA	ORD	ONT	1700	1	1	1	1	1	1	1	7	1188	169.714	2019600
UA	ORD	ORF	717	2	2	2	2	2	2	2	14	2135	152.5	1530795
UA	ORD	PBI	1144	1	1	1	1	1	1	1	7	1132	161.714	1295008
UA	ORD	PDX	1739	3	3	3	3	3	3	3	21	3558	169.429	6187362
UA	ORD	PHL	678	5	5	5	5	5	4	5	34	5632	165.647	3818496
UA	ORD	PHX	1440	6	5	5	6	6	5	5	38	7154	188.263	10301760
