Mkt Al,Orig,Dest,Miles,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Ops/Week,Seats,Seats/ Dep,ASMs
UA,CPR,DEN,230,7,7,7,7,7,7,7,49,"2,590",52.9,"595,700"
UA,CRP,IAH,201,7,7,7,7,7,6,7,48,"3,154",65.7,"633,954"
UA,CRW,ORD,416,2,2,2,2,2,2,2,14,700,50.0,"291,200"
UA,CVG,DEN,"1,069",2,2,2,2,2,2,2,14,"2,297",164.1,"2,455,493"
UA,CVG,EWR,569,4,4,4,4,4,2,4,26,"1,300",50.0,"739,700"
UA,CVG,IAD,388,4,3,3,3,4,3,4,24,"1,718",71.6,"666,584"
UA,CVG,IAH,871,3,3,3,3,3,3,3,21,"2,534",120.7,"2,207,114"
UA,CVG,ORD,265,7,6,6,7,7,5,7,45,"4,408",98.0,"1,168,120"
UA,CYS,DEN,90,2,2,2,2,2,2,2,14,700,50.0,"63,000"
UA,DAY,DEN,"1,084",1,1,1,1,1,1,1,7,882,126.0,"956,088"
UA,DAY,IAD,368,3,2,2,3,3,2,3,18,900,50.0,"331,200"
UA,DAY,ORD,240,5,5,5,5,5,5,5,35,"2,282",65.2,"547,680"
UA,DCA,DEN,"1,476",1,1,1,1,1,1,1,7,"1,638",234.0,"2,417,688"
UA,DCA,EWR,199,10,10,10,10,10,6,9,65,"3,432",52.8,"682,968"
UA,DCA,IAH,"1,208",7,7,7,7,7,5,7,47,"6,866",146.1,"8,294,128"
UA,DCA,ORD,612,12,12,12,12,12,6,12,78,"9,392",120.4,"5,747,904"
UA,DCA,SFO,"2,442",2,2,2,2,2,2,2,14,"2,324",166.0,"5,675,208"
UA,DDC,DEN,292,2,1,2,2,2,1,2,12,600,50.0,"175,200"
UA,DEC,ORD,156,2,1,2,2,2,1,2,12,600,50.0,"93,600"
UA,DEN,ABQ,349,5,5,5,5,5,5,5,35,"3,689",105.4,"1,287,461"
UA,DEN,ACV,"1,026",1,1,1,1,1,1,1,7,490,70.0,"502,740"
UA,DEN,AMA,358,2,2,2,2,2,1,2,13,650,50.0,"232,700"
UA,DEN,ANC,"2,405",1,1,1,1,1,1,1,7,"1,162",166.0,"2,794,610"
UA,DEN,ASE,125,6,6,6,6,6,6,6,42,"2,940",70.0,"367,500"
UA,DEN,ATL,"1,199",3,3,3,3,3,3,3,21,"2,907",138.4,"3,485,493"
UA,DEN,ATW,882,1,1,1,1,1,1,1,7,490,70.0,"432,180"
UA,DEN,ATY,519,1,1,1,1,1,1,1,7,350,50.0,"181,650"
UA,DEN,AUS,775,6,4,5,6,6,3,6,36,"5,310",147.5,"4,115,250"
UA,DEN,AVL,"1,248",1,1,1,1,1,1,1,7,502,71.7,"626,496"
UA,DEN,BDL,"1,671",2,2,2,2,2,2,2,14,"2,324",166.0,"3,883,404"
UA,DEN,BFF,150,2,1,1,2,2,2,2,12,600,50.0,"90,000"
UA,DEN,BFL,845,2,2,2,2,2,2,2,14,980,70.0,"828,100"
UA,DEN,BHM,"1,082",2,2,2,2,2,2,2,14,"1,022",73.0,"1,105,804"
UA,DEN,BIL,455,5,5,5,5,5,5,5,35,"3,638",103.9,"1,655,290"
UA,DEN,BIS,517,4,4,4,4,4,3,4,27,"1,470",54.4,"759,990"
UA,DEN,BNA,"1,013",4,2,3,4,4,2,4,23,"3,801",165.3,"3,850,413"
UA,DEN,BOI,649,5,5,5,5,5,5,5,35,"3,950",112.9,"2,563,550"
UA,DEN,BOS,"1,754",6,5,6,6,6,3,6,38,"6,918",182.1,"12,134,172"
UA,DEN,BTM,578,1,1,1,1,1,1,1,7,350,50.0,"202,300"
UA,DEN,BTV,"1,639",1,1,1,1,1,1,1,7,"1,162",166.0,"1,904,518"
UA,DEN,BUF,"1,359",1,1,1,1,1,1,1,7,"1,162",166.0,"1,579,158"
UA,DEN,BUR,850,3,3,3,3,3,2,3,20,"2,968",148.4,"2,522,800"
UA,DEN,BWI,"1,491",3,3,3,3,3,3,3,21,"3,534",168.3,"5,269,194"
UA,DEN,BZE,"1,823",0,0,0,0,0,1,0,1,166,166.0,"302,618"
UA,DEN,BZN,525,4,4,4,4,4,4,4,28,"3,973",141.9,"2,085,825"
UA,DEN,CHS,"1,449",1,1,1,1,1,1,1,7,"1,122",160.3,"1,625,778"
UA,DEN,CID,692,3,2,3,3,3,2,3,19,"2,394",126.0,"1,656,648"
UA,DEN,CLE,"1,201",3,3,3,3,3,2,3,20,"3,398",169.9,"4,080,998"
UA,DEN,CLT,"1,338",2,2,2,2,2,2,2,14,"2,212",158.0,"2,959,656"
UA,DEN,CMH,"1,155",2,2,2,2,2,2,2,14,"2,044",146.0,"2,360,820"
UA,DEN,COD,392,2,2,2,2,2,2,2,14,700,50.0,"274,400"
UA,DEN,COS,72,12,10,11,12,12,9,12,78,"5,152",66.1,"370,944"
UA,DEN,COU,670,1,1,1,1,1,1,1,7,490,70.0,"328,300"
UA,DEN,CPR,230,7,7,7,7,7,7,7,49,"2,590",52.9,"595,700"
UA,DEN,CUN,"1,669",2,2,2,2,2,2,2,14,"3,801",271.5,"6,343,869"
UA,DEN,CVG,"1,069",2,2,2,2,2,2,2,14,"2,297",164.1,"2,455,493"
UA,DEN,CYS,90,2,2,2,2,2,2,2,14,700,50.0,"63,000"
UA,DEN,CZM,"1,696",0,0,0,0,0,1,0,1,166,166.0,"281,536"
UA,DEN,DAY,"1,084",1,1,1,1,1,1,1,7,882,126.0,"956,088"
UA,DEN,DCA,"1,476",1,1,1,1,1,1,1,7,"1,638",234.0,"2,417,688"
UA,DEN,DDC,292,2,1,2,2,2,1,2,12,600,50.0,"175,200"
UA,DEN,DFW,641,6,4,5,6,6,3,6,36,"5,541",153.9,"3,551,781"
UA,DEN,DIK,488,2,2,2,2,2,2,2,14,700,50.0,"341,600"
UA,DEN,DRO,251,6,6,6,6,6,6,6,42,"3,864",92.0,"969,864"
UA,DEN,DSM,589,4,4,4,4,4,4,4,28,"3,385",120.9,"1,993,765"
UA,DEN,DTW,"1,123",2,2,2,2,2,2,2,14,"2,100",150.0,"2,358,300"
UA,DEN,DVL,638,2,1,2,2,2,1,2,12,600,50.0,"382,800"
UA,DEN,EAR,305,2,1,1,2,2,2,2,12,600,50.0,"183,000"
UA,DEN,ECP,"1,250",0,0,0,0,0,1,0,1,76,76.0,"95,000"
UA,DEN,EGE,121,3,3,3,3,3,3,3,21,"2,814",134.0,"340,494"
UA,DEN,ELP,563,2,2,2,2,2,2,2,14,"2,350",167.9,"1,323,050"
UA,DEN,EUG,997,2,2,2,2,2,2,2,14,"2,415",172.5,"2,407,755"
UA,DEN,EWR,"1,605",9,9,9,9,9,9,9,63,"11,367",180.4,"18,244,035"
UA,DEN,FAR,627,3,3,3,3,3,3,3,21,"1,752",83.4,"1,098,504"
UA,DEN,FAT,844,3,3,3,3,3,3,3,21,"1,862",88.7,"1,571,528"
UA,DEN,FCA,753,2,2,2,2,2,2,2,14,"2,324",166.0,"1,749,972"
UA,DEN,FLL,"1,703",4,3,3,4,4,4,4,26,"4,550",175.0,"7,748,650"
UA,DEN,FMN,289,1,1,1,1,1,1,1,7,350,50.0,"101,150"
UA,DEN,FRA,"5,039",1,1,1,1,1,1,1,7,"1,799",257.0,"9,065,161"
UA,DEN,FSD,483,4,4,4,4,4,4,4,28,"2,674",95.5,"1,291,542"
UA,DEN,GCC,313,2,2,2,2,2,2,2,14,700,50.0,"219,100"
UA,DEN,GEG,836,3,3,3,3,3,3,3,21,"2,814",134.0,"2,352,504"
UA,DEN,GJT,212,6,6,6,6,6,6,6,42,"3,786",90.1,"802,632"
UA,DEN,GRR,"1,014",2,2,2,2,2,2,2,14,"2,324",166.0,"2,356,536"
UA,DEN,GSO,"1,370",1,1,1,1,1,1,1,7,490,70.0,"671,300"
UA,DEN,GSP,"1,278",1,1,1,1,1,1,1,7,882,126.0,"1,127,196"
UA,DEN,GTF,624,2,2,2,2,2,2,2,14,"1,420",101.4,"886,080"
UA,DEN,GUC,152,2,2,2,2,2,2,2,14,980,70.0,"148,960"
UA,DEN,HDN,142,2,2,2,2,2,2,2,14,"1,372",98.0,"194,824"
UA,DEN,HLN,594,2,2,2,2,2,2,2,14,"1,064",76.0,"632,016"
UA,DEN,HNL,"3,365",1,1,1,1,1,2,1,8,"2,724",340.5,"9,166,260"
UA,DEN,HOB,501,1,1,1,1,1,1,1,7,350,50.0,"175,350"
UA,DEN,HSV,"1,048",2,2,2,2,2,2,2,14,"1,016",72.6,"1,064,768"
UA,DEN,HYS,297,2,1,2,2,2,1,2,12,600,50.0,"178,200"
UA,DEN,IAD,"1,452",7,7,7,7,7,6,7,48,"10,240",213.3,"14,868,480"
UA,DEN,IAH,861,10,10,10,10,10,10,10,70,"16,311",233.0,"14,043,771"
UA,DEN,ICT,419,4,4,4,4,4,4,4,28,"2,388",85.3,"1,000,572"
UA,DEN,IDA,458,5,4,5,5,5,4,5,33,"2,256",68.4,"1,033,248"
UA,DEN,IND,977,2,2,2,2,2,2,2,14,"2,337",166.9,"2,283,249"
UA,DEN,JAC,406,4,4,4,4,4,4,4,28,"3,140",112.1,"1,274,840"
UA,DEN,JAX,"1,447",2,2,2,2,2,2,2,14,"2,350",167.9,"3,400,450"
UA,DEN,JLN,582,1,1,1,1,1,1,1,7,350,50.0,"203,700"
UA,DEN,JMS,573,2,1,2,2,2,1,2,12,600,50.0,"343,800"
UA,DEN,KOA,"3,329",1,1,1,1,1,1,1,7,"2,548",364.0,"8,482,292"
UA,DEN,LAR,114,2,1,2,2,2,1,2,12,600,50.0,"68,400"
UA,DEN,LAS,629,8,6,7,8,8,6,8,51,"9,445",185.2,"5,940,905"
UA,DEN,LAX,862,9,7,9,9,9,8,8,59,"11,192",189.7,"9,647,504"
UA,DEN,LBB,455,2,2,2,2,2,1,2,13,650,50.0,"295,750"
UA,DEN,LBF,227,2,1,1,2,2,2,2,12,600,50.0,"136,200"
UA,DEN,LBL,279,2,1,2,2,2,1,2,12,600,50.0,"167,400"
UA,DEN,LEX,"1,086",1,1,1,1,1,1,1,7,490,70.0,"532,140"
UA,DEN,LGA,"1,619",6,6,6,6,5,3,6,38,"6,308",166.0,"10,212,652"
UA,DEN,LHR,"4,671",1,1,1,1,1,1,1,7,"1,799",257.0,"8,403,129"
UA,DEN,LIH,"3,414",1,1,1,1,1,1,1,7,"1,232",176.0,"4,206,048"
UA,DEN,LIR,"2,332",1,1,1,1,1,1,1,7,"1,162",166.0,"2,709,784"
UA,DEN,LIT,770,3,3,3,3,3,3,3,21,"1,518",72.3,"1,168,860"
UA,DEN,LNK,423,4,4,4,4,4,4,4,28,"1,400",50.0,"592,200"
UA,DEN,MAF,563,3,3,3,3,3,2,3,20,"1,266",63.3,"712,758"
UA,DEN,MCI,532,5,4,4,5,5,4,5,32,"4,306",134.6,"2,290,792"
UA,DEN,MCO,"1,545",5,4,4,5,5,4,5,32,"7,306",228.3,"11,287,770"
UA,DEN,MEM,872,2,2,2,2,2,2,2,14,"1,788",127.7,"1,559,136"
UA,DEN,MEX,"1,446",1,1,1,1,1,1,1,7,"1,162",166.0,"1,680,252"
UA,DEN,MFR,964,2,2,2,2,2,2,2,14,"1,655",118.2,"1,595,420"
UA,DEN,MIA,"1,709",2,2,2,2,2,2,2,14,"2,428",173.4,"4,149,452"
UA,DEN,MKE,895,2,2,2,2,2,2,2,14,"2,076",148.3,"1,858,020"
UA,DEN,MLI,751,1,1,1,1,1,1,1,7,490,70.0,"367,990"
UA,DEN,MOT,604,3,3,3,3,3,2,3,20,"1,182",59.1,"713,928"
UA,DEN,MRY,960,2,2,2,2,2,2,2,14,"1,028",73.4,"986,880"
UA,DEN,MSN,826,3,2,3,3,3,2,3,19,"2,633",138.6,"2,174,858"
UA,DEN,MSO,679,3,3,3,3,3,3,3,21,"2,905",138.3,"1,972,495"
UA,DEN,MSP,680,5,4,4,5,5,4,5,32,"3,797",118.7,"2,581,960"
UA,DEN,MSY,"1,062",4,2,3,4,4,2,4,23,"3,742",162.7,"3,974,004"
UA,DEN,MTJ,197,2,2,2,2,2,2,2,14,"1,932",138.0,"380,604"
UA,DEN,MUC,"5,225",1,1,1,1,1,1,1,7,"1,799",257.0,"9,399,775"
UA,DEN,NAS,"1,877",0,0,0,0,0,1,0,1,166,166.0,"311,582"
UA,DEN,NRT,"5,788",1,1,1,1,1,1,1,7,"1,799",257.0,"10,412,612"
UA,DEN,OGG,"3,303",1,1,1,1,1,2,1,8,"2,724",340.5,"8,997,372"
UA,DEN,OKC,495,4,4,4,4,4,4,4,28,"2,424",86.6,"1,199,880"
UA,DEN,OMA,472,5,4,4,5,5,4,5,32,"4,261",133.2,"2,011,192"
UA,DEN,ONT,819,2,2,2,2,2,2,2,14,"2,260",161.4,"1,850,940"
UA,DEN,ORD,888,10,10,10,10,10,9,10,69,"14,907",216.0,"13,237,416"
UA,DEN,ORF,"1,552",1,1,1,1,1,1,1,7,"1,162",166.0,"1,803,424"
UA,DEN,PBI,"1,679",1,1,1,1,1,1,1,7,"1,175",167.9,"1,972,825"
UA,DEN,PDX,992,5,4,5,5,5,4,5,33,"5,776",175.0,"5,729,792"
UA,DEN,PHL,"1,557",3,3,3,3,3,3,3,21,"3,548",169.0,"5,524,236"
UA,DEN,PHX,602,8,6,7,8,8,6,8,51,"9,511",186.5,"5,725,622"
UA,DEN,PIA,793,1,1,1,1,1,1,1,7,490,70.0,"388,570"
UA,DEN,PIR,385,3,1,1,3,3,2,3,16,800,50.0,"308,000"
UA,DEN,PIT,"1,290",3,3,3,3,3,3,3,21,"3,399",161.9,"4,384,710"
UA,DEN,PNS,"1,179",1,1,1,1,1,1,1,7,520,74.3,"613,080"
UA,DEN,PRC,558,2,2,2,2,2,2,2,14,700,50.0,"390,600"
UA,DEN,PSC,853,2,2,2,2,2,2,2,14,"1,414",101.0,"1,206,142"
UA,DEN,PSP,776,5,5,5,5,5,5,5,35,"4,146",118.5,"3,217,296"
UA,DEN,PUJ,"2,609",1,1,1,1,1,1,1,7,"1,253",179.0,"3,269,077"
UA,DEN,PVR,"1,321",2,2,2,2,2,2,2,14,"2,324",166.0,"3,070,004"
UA,DEN,PWM,"1,782",1,1,1,1,1,1,1,7,"1,122",160.3,"1,999,404"
UA,DEN,RAP,301,8,7,7,8,8,6,8,52,"4,160",80.0,"1,252,160"
UA,DEN,RDD,932,1,1,1,1,1,1,1,7,490,70.0,"456,680"
UA,DEN,RDM,899,2,2,2,2,2,2,2,14,"2,212",158.0,"1,988,588"
UA,DEN,RDU,"1,436",2,2,2,2,2,2,2,14,"2,415",172.5,"3,467,940"
UA,DEN,RIC,"1,482",1,1,1,1,1,1,1,7,"1,162",166.0,"1,722,084"
UA,DEN,RIW,296,2,2,2,2,2,2,2,14,700,50.0,"207,200"
UA,DEN,RKS,260,2,2,2,2,2,2,2,14,700,50.0,"182,000"
UA,DEN,RNO,804,3,3,3,3,3,3,3,21,"3,166",150.8,"2,545,464"
UA,DEN,RSW,"1,606",2,2,2,2,2,2,2,14,"2,324",166.0,"3,732,344"
UA,DEN,RTB,"1,955",0,0,0,0,0,1,0,1,166,166.0,"324,530"
UA,DEN,SAF,303,4,3,3,4,4,3,4,25,"1,750",70.0,"530,250"
UA,DEN,SAN,853,6,5,6,6,6,5,6,40,"7,533",188.3,"6,425,649"
UA,DEN,SAT,794,3,3,3,3,3,3,3,21,"3,629",172.8,"2,881,426"
UA,DEN,SAV,"1,413",1,1,1,1,1,1,1,7,882,126.0,"1,246,266"
UA,DEN,SBA,916,2,2,2,2,2,2,2,14,"2,212",158.0,"2,026,192"
UA,DEN,SBP,932,2,2,2,2,2,2,2,14,"1,540",110.0,"1,435,280"
UA,DEN,SDF,"1,023",2,2,2,2,2,2,2,14,"1,876",134.0,"1,919,148"
UA,DEN,SEA,"1,024",5,4,5,5,5,4,5,33,"5,850",177.3,"5,990,400"
UA,DEN,SFO,967,9,9,9,9,9,9,9,63,"11,952",189.7,"11,557,584"
UA,DEN,SGF,637,3,3,3,3,3,3,3,21,"1,476",70.3,"940,212"
UA,DEN,SGU,520,3,3,3,3,3,3,3,21,"1,050",50.0,"546,000"
UA,DEN,SHR,359,2,2,2,2,2,2,2,14,700,50.0,"251,300"
UA,DEN,SHV,792,1,1,1,1,1,1,1,7,532,76.0,"421,344"
UA,DEN,SJC,948,4,3,4,4,4,3,4,26,"3,564",137.1,"3,378,672"
UA,DEN,SJD,"1,188",2,2,2,2,2,3,2,15,"2,490",166.0,"2,958,120"
UA,DEN,SJO,"2,410",0,0,0,0,1,1,0,2,332,166.0,"800,120"
UA,DEN,SJU,"2,732",1,1,1,1,1,1,1,7,"1,253",179.0,"3,423,196"
UA,DEN,SLC,391,7,5,6,7,7,5,7,44,"4,657",105.8,"1,820,887"
UA,DEN,SLN,383,1,1,1,1,1,1,1,7,350,50.0,"134,050"
UA,DEN,SMF,910,5,4,5,5,5,4,5,33,"5,420",164.2,"4,932,200"
UA,DEN,SNA,846,5,5,5,5,5,4,5,34,"5,404",158.9,"4,571,784"
UA,DEN,STL,770,3,3,3,3,3,3,3,21,"3,118",148.5,"2,400,860"
UA,DEN,SUN,558,1,1,1,1,1,1,1,7,490,70.0,"273,420"
UA,DEN,SUX,466,1,1,1,1,1,1,1,7,350,50.0,"163,100"
UA,DEN,SYR,"1,492",1,1,1,1,1,1,1,7,"1,162",166.0,"1,733,704"
UA,DEN,TPA,"1,506",3,3,3,3,3,3,3,21,"3,572",170.1,"5,379,432"
UA,DEN,TUL,541,4,4,4,4,4,4,4,28,"2,466",88.1,"1,334,106"
UA,DEN,TUS,639,5,5,5,5,5,5,5,35,"4,239",121.1,"2,708,721"
UA,DEN,TVC,"1,031",1,1,1,1,1,1,1,7,490,70.0,"505,190"
UA,DEN,TYS,"1,162",2,2,2,2,2,2,2,14,"1,656",118.3,"1,924,272"
UA,DEN,XNA,616,3,3,3,3,3,3,3,21,"2,024",96.4,"1,246,784"
UA,DEN,XWA,582,4,4,4,4,4,3,4,27,"1,522",56.4,"885,804"
UA,DEN,YEG,"1,020",2,2,2,2,2,2,2,14,"2,324",166.0,"2,370,480"
UA,DEN,YQR,730,1,1,1,1,1,1,1,7,350,50.0,"255,500"
UA,DEN,YVR,"1,114",2,2,2,2,2,2,2,14,"2,238",159.9,"2,493,132"
UA,DEN,YWG,783,1,1,1,1,1,1,1,7,490,70.0,"383,670"
UA,DEN,YYC,899,2,2,2,2,2,2,2,14,"2,324",166.0,"2,089,276"
UA,DEN,YYZ,"1,315",1,1,1,1,1,1,1,7,882,126.0,"1,159,830"
UA,DFW,DEN,641,6,4,4,7,6,3,6,36,"5,437",151.0,"3,485,117"
UA,DFW,EWR,"1,372",6,6,6,6,6,4,5,39,"5,618",144.1,"7,707,896"
UA,DFW,IAD,"1,172",3,2,2,3,3,2,3,18,"2,572",142.9,"3,014,384"
UA,DFW,IAH,224,8,7,8,8,8,7,8,54,"7,427",137.5,"1,663,648"
UA,DFW,ORD,802,6,6,6,6,6,4,5,39,"5,074",130.1,"4,069,348"
UA,DFW,SFO,"1,464",2,2,2,2,2,2,2,14,"2,324",166.0,"3,402,336"
UA,DIK,DEN,488,2,2,2,2,2,2,2,14,700,50.0,"341,600"
UA,DLH,ORD,397,3,3,3,3,3,3,3,21,"1,050",50.0,"416,850"
UA,DRO,DEN,251,6,6,6,6,6,6,6,42,"3,864",92.0,"969,864"
UA,DSM,DEN,589,4,4,4,4,4,4,4,28,"3,385",120.9,"1,993,765"
UA,DSM,IAH,802,2,2,2,2,2,2,2,14,"1,372",98.0,"1,100,344"
UA,DSM,ORD,299,5,5,4,5,5,4,4,32,"3,600",112.5,"1,076,400"
UA,DTW,DEN,"1,123",2,2,2,2,2,2,2,14,"2,100",150.0,"2,358,300"
UA,DTW,EWR,487,5,5,5,5,5,3,5,33,"2,508",76.0,"1,221,396"
UA,DTW,IAD,383,3,3,2,3,3,3,3,20,"1,400",70.0,"536,200"
UA,DTW,IAH,"1,076",3,2,3,3,3,2,2,18,"1,764",98.0,"1,898,064"
UA,DTW,ORD,235,7,6,6,7,7,7,7,47,"4,612",98.1,"1,083,820"
UA,DTW,SFO,"2,079",1,1,1,1,1,1,1,7,882,126.0,"1,833,678"
UA,DVL,DEN,638,2,1,2,2,2,1,2,12,600,50.0,"382,800"
UA,EAR,DEN,305,2,1,1,2,2,2,2,12,600,50.0,"183,000"
UA,EAU,ORD,269,2,1,2,2,2,1,2,12,600,50.0,"161,400"
UA,ECP,DEN,"1,250",0,0,0,0,0,1,0,1,76,76.0,"95,000"
UA,ECP,IAH,571,4,3,3,4,4,3,4,25,"1,516",60.6,"865,636"
UA,EGE,DEN,121,3,3,3,3,3,3,3,21,"2,814",134.0,"340,494"
UA,ELP,DEN,563,2,2,2,2,2,2,2,14,"2,350",167.9,"1,323,050"
UA,ELP,IAH,667,6,6,5,6,6,5,5,39,"2,790",71.5,"1,860,930"
UA,ELP,ORD,"1,236",1,1,1,1,1,1,1,7,532,76.0,"657,552"
UA,EUG,DEN,997,2,2,2,2,2,2,2,14,"2,415",172.5,"2,407,755"
UA,EUG,SFO,451,3,3,3,3,3,3,3,21,"3,422",163.0,"1,543,322"
UA,EWR,AMS,"3,657",1,1,1,1,1,1,1,7,"1,617",231.0,"5,913,369"
UA,EWR,ANU,"1,783",0,0,0,0,0,1,0,1,179,179.0,"319,157"
UA,EWR,ATH,"4,956",1,1,1,1,1,1,1,7,"1,617",231.0,"8,013,852"
UA,EWR,ATL,745,6,6,6,6,6,3,6,39,"5,803",148.8,"4,323,235"
UA,EWR,AUA,"1,958",2,2,2,2,2,2,2,14,"2,506",179.0,"4,906,748"
UA,EWR,AUS,"1,504",6,6,6,6,6,4,6,40,"5,969",149.2,"8,977,376"
UA,EWR,AVL,583,1,1,1,1,1,1,1,7,350,50.0,"204,050"
UA,EWR,BCN,"3,848",1,1,1,1,1,1,1,7,"2,226",318.0,"8,565,648"
UA,EWR,BDA,779,1,0,1,1,1,0,1,5,830,166.0,"646,570"
UA,EWR,BER,"3,994",1,1,1,1,1,1,1,7,"1,617",231.0,"6,458,298"
UA,EWR,BGI,"2,100",0,0,0,0,0,1,0,1,179,179.0,"375,900"
UA,EWR,BGR,393,2,2,2,2,2,1,2,13,650,50.0,"255,450"
UA,EWR,BNA,748,6,6,6,6,6,3,6,39,"4,980",127.7,"3,725,040"
UA,EWR,BOG,"2,477",1,1,1,1,1,1,1,7,"1,162",166.0,"2,878,274"
UA,EWR,BON,"1,999",0,0,0,0,0,1,0,1,166,166.0,"331,834"
UA,EWR,BOS,200,9,9,9,9,9,5,8,58,"9,222",159.0,"1,844,400"
UA,EWR,BQN,"1,585",1,1,1,1,1,1,1,7,"1,253",179.0,"1,986,005"
UA,EWR,BRU,"3,681",1,1,1,1,1,1,1,7,"2,226",318.0,"8,193,906"
UA,EWR,BTV,266,3,3,3,3,3,3,3,21,"1,050",50.0,"279,300"
UA,EWR,BUF,282,3,3,3,3,3,3,3,21,"1,817",86.5,"512,394"
UA,EWR,BZE,"1,804",0,0,0,0,0,1,0,1,166,166.0,"299,464"
UA,EWR,CDG,"3,649",2,2,2,2,2,2,2,14,"3,101",221.5,"11,315,549"
UA,EWR,CHS,628,3,3,3,3,3,3,3,21,"3,323",158.2,"2,086,844"
UA,EWR,CLE,404,7,7,7,7,7,4,7,46,"6,349",138.0,"2,564,996"
UA,EWR,CLT,528,4,4,4,4,4,3,4,27,"3,123",115.7,"1,648,944"
UA,EWR,CMH,462,7,7,7,7,7,4,7,46,"3,496",76.0,"1,615,152"
UA,EWR,CPT,"7,816",0,1,1,0,1,0,1,4,"1,028",257.0,"8,034,848"
UA,EWR,CUN,"1,547",3,3,3,3,3,3,3,21,"3,759",179.0,"5,815,173"
UA,EWR,CUR,"1,988",0,0,0,0,0,1,0,1,126,126.0,"250,488"
UA,EWR,CVG,569,4,4,4,4,4,2,4,26,"1,300",50.0,"739,700"
UA,EWR,DCA,199,10,10,10,10,10,6,9,65,"3,432",52.8,"682,968"
UA,EWR,DEL,"7,323",1,1,1,1,1,1,1,7,"1,799",257.0,"13,174,077"
UA,EWR,DEN,"1,605",9,9,9,9,9,9,9,63,"11,511",182.7,"18,475,155"
UA,EWR,DFW,"1,372",6,6,6,6,6,4,5,39,"5,578",143.0,"7,653,016"
UA,EWR,DOM,"1,897",0,0,1,0,0,1,0,2,252,126.0,"478,044"
UA,EWR,DTW,487,5,5,5,5,4,4,5,33,"2,508",76.0,"1,221,396"
UA,EWR,DUB,"3,193",2,2,2,2,2,2,2,14,"3,164",226.0,"10,102,652"
UA,EWR,DXB,"6,861",1,1,1,1,1,1,1,7,"2,450",350.0,"16,809,450"
UA,EWR,EDI,"3,269",1,1,1,1,1,1,1,7,"1,232",176.0,"4,027,408"
UA,EWR,EYW,"1,196",1,1,1,1,1,1,1,7,882,126.0,"1,054,872"
UA,EWR,FCO,"4,292",2,2,2,2,2,2,2,14,"3,549",253.5,"15,232,308"
UA,EWR,FLL,"1,065",9,9,8,9,8,7,8,58,"10,109",174.3,"10,766,085"
UA,EWR,FRA,"3,870",2,1,2,1,1,2,2,11,"3,118",283.5,"12,066,660"
UA,EWR,GCM,"1,535",0,0,0,0,0,1,1,2,358,179.0,"549,530"
UA,EWR,GRR,605,2,2,2,2,2,2,2,14,"1,064",76.0,"643,720"
UA,EWR,GRU,"4,758",1,1,1,1,1,1,1,7,"1,932",276.0,"9,192,456"
UA,EWR,GSO,446,2,2,2,2,2,1,2,13,650,50.0,"289,900"
UA,EWR,GSP,594,2,2,2,2,2,2,2,14,700,50.0,"415,800"
UA,EWR,GUA,"2,051",1,1,1,1,1,1,1,7,"1,162",166.0,"2,383,262"
UA,EWR,GVA,"3,878",1,1,1,1,1,1,1,7,"1,169",167.0,"4,533,382"
UA,EWR,HND,"6,760",1,1,1,1,1,1,1,7,"1,932",276.0,"13,060,320"
UA,EWR,IAD,213,5,5,5,5,5,5,5,35,"5,153",147.2,"1,097,589"
UA,EWR,IAH,"1,400",10,10,10,10,10,10,10,70,"12,345",176.4,"17,283,000"
UA,EWR,ILM,488,2,2,2,2,2,1,2,13,988,76.0,"482,144"
UA,EWR,IND,644,6,6,6,6,6,3,6,39,"2,964",76.0,"1,908,816"
UA,EWR,JAX,821,4,4,4,4,4,3,4,27,"4,624",171.3,"3,796,304"
UA,EWR,JNB,"7,988",1,0,1,1,1,1,1,6,"1,542",257.0,"12,317,496"
UA,EWR,LAS,"2,227",8,8,8,8,8,5,8,53,"9,266",174.8,"20,635,382"
UA,EWR,LAX,"2,454",11,11,11,11,11,10,11,76,"16,255",213.9,"39,889,770"
UA,EWR,LHR,"3,466",7,7,7,7,7,6,7,48,"8,016",167.0,"27,783,456"
UA,EWR,LIM,"3,631",1,0,1,0,1,1,0,4,704,176.0,"2,556,224"
UA,EWR,LIR,"2,186",1,1,1,1,1,1,1,7,"1,162",166.0,"2,540,132"
UA,EWR,LIS,"3,385",1,1,1,1,1,1,1,7,"2,226",318.0,"7,535,010"
UA,EWR,MAD,"3,607",1,1,1,1,1,1,1,7,"1,617",231.0,"5,832,519"
UA,EWR,MBJ,"1,545",2,2,2,2,0,1,0,9,"1,611",179.0,"2,488,995"
UA,EWR,MCI,"1,093",2,2,2,2,2,1,2,13,988,76.0,"1,079,884"
UA,EWR,MCO,938,13,13,13,13,13,12,13,90,"15,907",176.7,"14,920,766"
UA,EWR,MEM,946,2,2,2,2,2,1,2,13,988,76.0,"934,648"
UA,EWR,MEX,"2,076",2,2,2,2,2,2,2,14,"2,324",166.0,"4,824,624"
UA,EWR,MIA,"1,086",7,7,7,7,7,5,7,47,"8,166",173.7,"8,868,276"
UA,EWR,MKE,725,2,2,2,2,2,1,2,13,988,76.0,"716,300"
